time,value,sigma,Threshold,Station
2022-12-23 15:00:00+00:00,2.0155000000000003,0.0288,99.9th,8465705
2022-12-23 16:00:00+00:00,1.8265,0.0323,99.9th,8465705
2023-01-26 07:00:00+00:00,1.6355,0.0147,99.9th,8465705
2023-03-04 12:00:00+00:00,1.6771,0.0121,99.9th,8465705
2023-03-04 13:00:00+00:00,1.836,0.0077,99.9th,8465705
2023-03-04 14:00:00+00:00,1.7807000000000002,0.0096,99.9th,8465705
2023-03-14 08:00:00+00:00,1.6482,0.007,99.9th,8465705
2023-11-22 11:00:00+00:00,1.6938,0.0068,99.9th,8465705
2023-12-18 20:00:00+00:00,1.6364,0.0136,99.9th,8465705
2024-01-10 14:00:00+00:00,1.669,0.0161,99.9th,8465705
2024-01-13 15:00:00+00:00,1.6696000000000002,0.0167,99.9th,8465705
2024-01-13 16:00:00+00:00,1.9912,0.0161,99.9th,8465705
2024-01-13 17:00:00+00:00,2.0307,0.0208,99.9th,8465705
2024-01-13 18:00:00+00:00,1.6934999999999998,0.0264,99.9th,8465705
2024-03-10 03:00:00+00:00,1.7762,0.0087,99.9th,8465705
2024-03-10 04:00:00+00:00,1.6351,0.0126,99.9th,8465705
2024-04-03 23:00:00+00:00,1.7233,0.0099999999999999,99.9th,8465705
2024-04-04 00:00:00+00:00,1.6829999999999998,0.0103,99.9th,8465705
2024-04-04 10:00:00+00:00,1.6303,0.0093,99.9th,8465705
2024-04-10 04:00:00+00:00,1.6529,0.007,99.9th,8465705
2024-04-11 05:00:00+00:00,1.6397,0.0048,99.9th,8465705
2024-04-12 06:00:00+00:00,1.6701,0.0154,99.9th,8465705
2024-05-09 04:00:00+00:00,1.6314,0.0058,99.9th,8465705
2024-09-20 17:00:00+00:00,1.7231,0.0077,99.9th,8465705
2024-09-21 18:00:00+00:00,1.6811,0.0072,99.9th,8465705
2024-09-22 19:00:00+00:00,1.6815000000000002,0.0063,99.9th,8465705
2022-12-23 14:00:00+00:00,1.9417,0.0371,99.99th,8465705
2022-12-23 15:00:00+00:00,2.0155000000000003,0.0288,99.99th,8465705
2024-01-13 16:00:00+00:00,1.9912,0.0161,99.99th,8465705
2024-01-13 17:00:00+00:00,2.0307,0.0208,99.99th,8465705
2021-05-29 05:00:00+00:00,1.7653,0.0118,99.9th,8467150
2021-05-29 06:00:00+00:00,1.7924,0.0092,99.9th,8467150
2021-10-09 17:00:00+00:00,1.7939,0.0116,99.9th,8467150
2021-10-09 18:00:00+00:00,1.8088,0.0093,99.9th,8467150
2022-01-02 15:00:00+00:00,1.8366,0.0075,99.9th,8467150
2022-01-17 14:00:00+00:00,1.873,0.0145999999999999,99.9th,8467150
2022-01-17 15:00:00+00:00,1.8696,0.0182,99.9th,8467150
2022-04-19 05:00:00+00:00,1.8708,0.0136,99.9th,8467150
2022-04-19 06:00:00+00:00,1.85,0.0136,99.9th,8467150
2022-12-23 14:00:00+00:00,2.079,0.3105,99.9th,8467150
2022-12-23 15:00:00+00:00,2.2098,0.0554,99.9th,8467150
2022-12-23 16:00:00+00:00,1.9641,0.2118999999999999,99.9th,8467150
2023-01-26 07:00:00+00:00,1.7584,0.0077,99.9th,8467150
2023-03-04 12:00:00+00:00,1.7976,0.0145999999999999,99.9th,8467150
2023-03-04 13:00:00+00:00,1.9418,0.0094,99.9th,8467150
2023-03-04 14:00:00+00:00,1.8905,0.008,99.9th,8467150
2023-11-22 11:00:00+00:00,1.7978,0.0071,99.9th,8467150
2024-01-10 14:00:00+00:00,1.7956,0.0066,99.9th,8467150
2024-01-13 16:00:00+00:00,2.084,0.1568999999999999,99.9th,8467150
2024-01-13 17:00:00+00:00,2.1326,0.0196,99.9th,8467150
2024-01-13 18:00:00+00:00,1.8484000000000005,0.1716,99.9th,8467150
2024-03-10 03:00:00+00:00,1.9407,0.0104999999999999,99.9th,8467150
2024-03-10 04:00:00+00:00,1.8634,0.0121,99.9th,8467150
2024-04-03 23:00:00+00:00,1.9146,0.0147999999999999,99.9th,8467150
2024-04-04 00:00:00+00:00,1.8921,0.0147999999999999,99.9th,8467150
2024-04-04 11:00:00+00:00,1.7759999999999998,0.0101,99.9th,8467150
2024-04-10 04:00:00+00:00,1.795,0.0052,99.9th,8467150
2024-04-11 05:00:00+00:00,1.7731,0.0045,99.9th,8467150
2024-04-12 06:00:00+00:00,1.8054,0.018,99.9th,8467150
2024-05-09 04:00:00+00:00,1.7691,0.007,99.9th,8467150
2024-09-20 17:00:00+00:00,1.8657,0.0069,99.9th,8467150
2024-09-21 18:00:00+00:00,1.8209,0.0072,99.9th,8467150
2024-09-22 19:00:00+00:00,1.7940999999999998,0.0065,99.9th,8467150
2022-12-23 14:00:00+00:00,2.079,0.3105,99.99th,8467150
2022-12-23 15:00:00+00:00,2.2098,0.0554,99.99th,8467150
2024-01-13 16:00:00+00:00,2.084,0.1568999999999999,99.99th,8467150
2024-01-13 17:00:00+00:00,2.1326,0.0196,99.99th,8467150
2022-01-17 11:00:00+00:00,1.1013,0.0617,99.9th,8510560
2022-01-17 12:00:00+00:00,1.2222,0.0634,99.9th,8510560
2022-01-17 13:00:00+00:00,1.2446,0.0521,99.9th,8510560
2022-01-17 14:00:00+00:00,1.0894,0.0466,99.9th,8510560
2022-12-16 18:00:00+00:00,1.0407,0.0444,99.9th,8510560
2022-12-16 19:00:00+00:00,1.0388,0.0472999999999999,99.9th,8510560
2022-12-23 11:00:00+00:00,1.0398,0.0381,99.9th,8510560
2022-12-23 12:00:00+00:00,1.302,0.0513,99.9th,8510560
2022-12-23 13:00:00+00:00,1.3827,0.0518,99.9th,8510560
2022-12-23 14:00:00+00:00,1.1948,0.0442,99.9th,8510560
2023-03-04 11:00:00+00:00,1.0987,0.0541,99.9th,8510560
2023-03-04 12:00:00+00:00,1.1861000000000002,0.0525,99.9th,8510560
2023-03-04 13:00:00+00:00,1.1947,0.0603999999999999,99.9th,8510560
2023-03-04 14:00:00+00:00,1.0928,0.0746,99.9th,8510560
2023-12-18 16:00:00+00:00,1.1052,0.0583,99.9th,8510560
2023-12-18 17:00:00+00:00,1.0775,0.0598,99.9th,8510560
2023-12-18 18:00:00+00:00,1.0694,0.0707,99.9th,8510560
2023-12-18 19:00:00+00:00,1.043,0.0722,99.9th,8510560
2024-01-07 10:00:00+00:00,1.0659,0.0386,99.9th,8510560
2024-01-07 11:00:00+00:00,1.0572,0.0397,99.9th,8510560
2024-01-10 10:00:00+00:00,1.1103999999999998,0.0491,99.9th,8510560
2024-01-10 11:00:00+00:00,1.2286,0.061,99.9th,8510560
2024-01-10 12:00:00+00:00,1.2452,0.0664,99.9th,8510560
2024-01-10 13:00:00+00:00,1.1464,0.0715,99.9th,8510560
2024-01-13 13:00:00+00:00,1.2069,0.0354,99.9th,8510560
2024-01-13 14:00:00+00:00,1.3504,0.0361999999999999,99.9th,8510560
2024-01-13 15:00:00+00:00,1.3971,0.0375,99.9th,8510560
2024-01-13 16:00:00+00:00,1.2241,0.0424,99.9th,8510560
2024-04-04 07:00:00+00:00,1.088,0.0656,99.9th,8510560
2024-04-04 08:00:00+00:00,1.1593,0.0653,99.9th,8510560
2024-04-04 09:00:00+00:00,1.1542,0.0642,99.9th,8510560
2024-04-04 10:00:00+00:00,1.174,0.0586999999999999,99.9th,8510560
2024-04-04 11:00:00+00:00,1.1629999999999998,0.0552,99.9th,8510560
2022-12-23 12:00:00+00:00,1.302,0.0513,99.99th,8510560
2022-12-23 13:00:00+00:00,1.3827,0.0518,99.99th,8510560
2024-01-13 14:00:00+00:00,1.3504,0.0361999999999999,99.99th,8510560
2024-01-13 15:00:00+00:00,1.3971,0.0375,99.99th,8510560
2021-05-29 05:00:00+00:00,2.0001,0.0159,99.9th,8516945
2021-05-29 06:00:00+00:00,2.0754,0.0138,99.9th,8516945
2021-05-29 07:00:00+00:00,1.9575,0.0144,99.9th,8516945
2021-10-09 17:00:00+00:00,1.9342,0.0079,99.9th,8516945
2021-10-09 18:00:00+00:00,2.0052,0.0082,99.9th,8516945
2022-01-17 14:00:00+00:00,2.0201,0.0228,99.9th,8516945
2022-01-17 15:00:00+00:00,1.9059,0.0205,99.9th,8516945
2022-04-19 04:00:00+00:00,1.9089,0.0173,99.9th,8516945
2022-04-19 05:00:00+00:00,2.17,0.0165,99.9th,8516945
2022-04-19 06:00:00+00:00,2.3488,0.026,99.9th,8516945
2022-04-19 07:00:00+00:00,2.1773,0.0267,99.9th,8516945
2022-12-16 10:00:00+00:00,1.9368,0.0164,99.9th,8516945
2022-12-23 14:00:00+00:00,2.1013,0.0485,99.9th,8516945
2022-12-23 15:00:00+00:00,2.3644,0.0556999999999999,99.9th,8516945
2022-12-23 16:00:00+00:00,2.1199,0.0419999999999999,99.9th,8516945
2023-03-04 13:00:00+00:00,2.0102,0.0152,99.9th,8516945
2023-03-04 14:00:00+00:00,1.9841,0.0140999999999999,99.9th,8516945
2023-12-18 19:00:00+00:00,1.9106,0.0177,99.9th,8516945
2024-01-07 12:00:00+00:00,1.9183,0.0068,99.9th,8516945
2024-01-10 14:00:00+00:00,1.9155,0.0227,99.9th,8516945
2024-01-13 16:00:00+00:00,2.0915,0.0202,99.9th,8516945
2024-01-13 17:00:00+00:00,2.148,0.0186,99.9th,8516945
2024-01-13 18:00:00+00:00,2.035,0.0217,99.9th,8516945
2024-03-10 03:00:00+00:00,2.0563,0.0101,99.9th,8516945
2024-03-10 04:00:00+00:00,2.1115,0.0086,99.9th,8516945
2024-04-03 22:00:00+00:00,2.0829,0.0246,99.9th,8516945
2024-04-03 23:00:00+00:00,2.1595,0.0215,99.9th,8516945
2024-04-04 00:00:00+00:00,2.2488,0.0263,99.9th,8516945
2024-04-04 01:00:00+00:00,2.1916,0.0346999999999999,99.9th,8516945
2024-04-04 02:00:00+00:00,1.9236,0.0311,99.9th,8516945
2024-09-20 16:00:00+00:00,1.9058,0.0072999999999999,99.9th,8516945
2024-09-20 17:00:00+00:00,1.9613,0.0039,99.9th,8516945
2024-09-20 18:00:00+00:00,1.9093,0.0046,99.9th,8516945
2022-04-19 06:00:00+00:00,2.3488,0.026,99.99th,8516945
2022-12-23 15:00:00+00:00,2.3644,0.0556999999999999,99.99th,8516945
2024-04-04 00:00:00+00:00,2.2488,0.0263,99.99th,8516945
2024-04-04 01:00:00+00:00,2.1916,0.0346999999999999,99.99th,8516945
2021-05-29 02:00:00+00:00,1.4115,0.0459,99.9th,8518750
2021-05-29 03:00:00+00:00,1.5137,0.0317,99.9th,8518750
2021-10-09 15:00:00+00:00,1.4289999999999998,0.0695,99.9th,8518750
2022-01-02 12:00:00+00:00,1.4664,0.0224,99.9th,8518750
2022-01-17 12:00:00+00:00,1.4235,0.0421,99.9th,8518750
2022-01-17 13:00:00+00:00,1.433,0.0507,99.9th,8518750
2022-04-19 02:00:00+00:00,1.4129,0.0371,99.9th,8518750
2022-04-19 03:00:00+00:00,1.4754999999999998,0.0221,99.9th,8518750
2022-12-23 10:00:00+00:00,1.4896,0.0471,99.9th,8518750
2022-12-23 11:00:00+00:00,1.7543,0.034,99.9th,8518750
2022-12-23 12:00:00+00:00,1.8501,0.0233,99.9th,8518750
2022-12-23 13:00:00+00:00,1.6928999999999998,0.06,99.9th,8518750
2023-01-23 14:00:00+00:00,1.4224,0.0822,99.9th,8518750
2023-02-28 08:00:00+00:00,1.4391,0.0321,99.9th,8518750
2023-06-04 00:00:00+00:00,1.4172,0.076,99.9th,8518750
2023-10-01 14:00:00+00:00,1.3948,0.0713999999999999,99.9th,8518750
2023-11-22 07:00:00+00:00,1.4308999999999998,0.0286,99.9th,8518750
2023-12-18 16:00:00+00:00,1.4099,0.0625,99.9th,8518750
2024-01-10 11:00:00+00:00,1.4221,0.0338,99.9th,8518750
2024-01-10 12:00:00+00:00,1.5916,0.0436,99.9th,8518750
2024-01-13 13:00:00+00:00,1.4324,0.0191,99.9th,8518750
2024-01-13 14:00:00+00:00,1.7406,0.0180999999999999,99.9th,8518750
2024-01-13 15:00:00+00:00,1.7614999999999998,0.0256,99.9th,8518750
2024-01-13 16:00:00+00:00,1.4216,0.0311,99.9th,8518750
2024-03-10 00:00:00+00:00,1.568,0.045,99.9th,8518750
2024-03-10 01:00:00+00:00,1.6263,0.0404,99.9th,8518750
2024-03-10 12:00:00+00:00,1.4799,0.0364,99.9th,8518750
2024-04-04 07:00:00+00:00,1.4242,0.075,99.9th,8518750
2024-04-12 03:00:00+00:00,1.3941,0.0276,99.9th,8518750
2024-09-20 14:00:00+00:00,1.4481,0.0786,99.9th,8518750
2024-09-20 15:00:00+00:00,1.3903,0.075,99.9th,8518750
2024-09-21 15:00:00+00:00,1.4454,0.0749,99.9th,8518750
2024-09-22 16:00:00+00:00,1.4087,0.0774,99.9th,8518750
2022-12-23 11:00:00+00:00,1.7543,0.034,99.99th,8518750
2022-12-23 12:00:00+00:00,1.8501,0.0233,99.99th,8518750
2024-01-13 14:00:00+00:00,1.7406,0.0180999999999999,99.99th,8518750
2024-01-13 15:00:00+00:00,1.7614999999999998,0.0256,99.99th,8518750
2022-01-17 17:00:00+00:00,1.4083,0.0027,99.9th,8518962
2022-01-17 18:00:00+00:00,1.5285,0.0015,99.9th,8518962
2022-01-17 19:00:00+00:00,1.4581,0.003,99.9th,8518962
2022-12-23 15:00:00+00:00,1.434,0.0054,99.9th,8518962
2022-12-23 16:00:00+00:00,1.7122,0.0043,99.9th,8518962
2022-12-23 17:00:00+00:00,1.8579,0.002,99.9th,8518962
2022-12-23 18:00:00+00:00,1.8333,0.0016,99.9th,8518962
2022-12-23 19:00:00+00:00,1.6733,0.0036,99.9th,8518962
2022-12-23 20:00:00+00:00,1.4337,0.0043999999999999,99.9th,8518962
2023-12-18 14:00:00+00:00,1.4428,0.0021,99.9th,8518962
2023-12-18 20:00:00+00:00,1.5004,0.0036999999999999,99.9th,8518962
2023-12-18 21:00:00+00:00,1.6748,0.0021,99.9th,8518962
2023-12-18 22:00:00+00:00,1.7582999999999998,0.0018,99.9th,8518962
2023-12-18 23:00:00+00:00,1.6045000000000005,0.0034,99.9th,8518962
2024-01-10 06:00:00+00:00,1.4036,0.002,99.9th,8518962
2024-01-10 15:00:00+00:00,1.5227,0.0034,99.9th,8518962
2024-01-10 16:00:00+00:00,1.7412,0.0024,99.9th,8518962
2024-01-10 17:00:00+00:00,1.7854,0.0027,99.9th,8518962
2024-01-10 18:00:00+00:00,1.594,0.0034,99.9th,8518962
2024-01-13 18:00:00+00:00,1.6512999999999998,0.0046,99.9th,8518962
2024-01-13 19:00:00+00:00,1.852,0.0023,99.9th,8518962
2024-01-13 20:00:00+00:00,1.8778,0.003,99.9th,8518962
2024-01-13 21:00:00+00:00,1.6622,0.0048,99.9th,8518962
2024-03-10 05:00:00+00:00,1.5239,0.0021999999999999,99.9th,8518962
2024-03-10 06:00:00+00:00,1.5898,0.0014,99.9th,8518962
2024-03-10 07:00:00+00:00,1.4717,0.0036999999999999,99.9th,8518962
2024-03-10 17:00:00+00:00,1.5548,0.0013,99.9th,8518962
2024-03-10 18:00:00+00:00,1.5436,0.0018,99.9th,8518962
2024-04-12 08:00:00+00:00,1.4104,0.0021999999999999,99.9th,8518962
2024-04-12 09:00:00+00:00,1.4553,0.002,99.9th,8518962
2022-12-23 17:00:00+00:00,1.8579,0.002,99.99th,8518962
2024-01-13 19:00:00+00:00,1.852,0.0023,99.99th,8518962
2024-01-13 20:00:00+00:00,1.8778,0.003,99.99th,8518962
2021-05-29 02:00:00+00:00,1.5451,0.0145999999999999,99.9th,8531680
2021-05-29 03:00:00+00:00,1.523,0.0124,99.9th,8531680
2022-01-02 11:00:00+00:00,1.4814,0.0092,99.9th,8531680
2022-01-02 12:00:00+00:00,1.5069,0.0072,99.9th,8531680
2022-04-19 02:00:00+00:00,1.4941,0.0131,99.9th,8531680
2022-12-23 10:00:00+00:00,1.6065,0.0180999999999999,99.9th,8531680
2022-12-23 11:00:00+00:00,1.875,0.0172,99.9th,8531680
2022-12-23 12:00:00+00:00,1.8831,0.0209999999999999,99.9th,8531680
2022-12-23 13:00:00+00:00,1.5687,0.0258,99.9th,8531680
2023-01-23 13:00:00+00:00,1.4509,0.0092,99.9th,8531680
2023-01-23 14:00:00+00:00,1.4532,0.0096,99.9th,8531680
2023-06-04 00:00:00+00:00,1.5013,0.0086,99.9th,8531680
2023-10-30 13:00:00+00:00,1.4685,0.006,99.9th,8531680
2023-11-22 07:00:00+00:00,1.4483,0.0198,99.9th,8531680
2023-12-18 16:00:00+00:00,1.4615,0.0289,99.9th,8531680
2023-12-18 17:00:00+00:00,1.4488,0.0295,99.9th,8531680
2024-01-10 11:00:00+00:00,1.5487,0.0253,99.9th,8531680
2024-01-10 12:00:00+00:00,1.5784,0.0277,99.9th,8531680
2024-01-13 13:00:00+00:00,1.5853,0.0162,99.9th,8531680
2024-01-13 14:00:00+00:00,1.7793,0.0153,99.9th,8531680
2024-01-13 15:00:00+00:00,1.704,0.0167,99.9th,8531680
2024-02-13 15:00:00+00:00,1.4605,0.0121999999999999,99.9th,8531680
2024-03-10 00:00:00+00:00,1.5795,0.0145999999999999,99.9th,8531680
2024-03-10 01:00:00+00:00,1.5199,0.0145999999999999,99.9th,8531680
2024-03-10 12:00:00+00:00,1.5642,0.0138,99.9th,8531680
2024-04-04 06:00:00+00:00,1.4781,0.0236,99.9th,8531680
2024-04-04 07:00:00+00:00,1.543,0.0237999999999999,99.9th,8531680
2024-09-20 13:00:00+00:00,1.4734,0.0084,99.9th,8531680
2024-09-20 14:00:00+00:00,1.5355,0.0060999999999999,99.9th,8531680
2024-09-21 14:00:00+00:00,1.4729,0.0108,99.9th,8531680
2024-09-21 15:00:00+00:00,1.5164,0.0072999999999999,99.9th,8531680
2024-09-22 15:00:00+00:00,1.4597,0.0126,99.9th,8531680
2024-10-18 13:00:00+00:00,1.4491,0.0133,99.9th,8531680
2022-12-23 11:00:00+00:00,1.875,0.0172,99.99th,8531680
2022-12-23 12:00:00+00:00,1.8831,0.0209999999999999,99.99th,8531680
2024-01-13 14:00:00+00:00,1.7793,0.0153,99.99th,8531680
2024-01-13 15:00:00+00:00,1.704,0.0167,99.99th,8531680
